Locus	Latitude	Longitude
KON_27	55.381	8.648
KON_28	55.381	8.648
KON_29	55.381	8.648
KON_30	55.381	8.648
KON_31	55.381	8.648
KON_32	55.381	8.648
KON_33	55.381	8.648
KON_34	55.381	8.648
RI_01	55.3410518618151	 8.660230467904691
RI_02	55.3410518618151	 8.660230467904691
RI_03	55.3410518618151	 8.660230467904691
RI_04	55.3410518618151	 8.660230467904691
RI_05	55.3410518618151	 8.660230467904691
RI_06	55.3410518618151	 8.660230467904691
RI_07	55.3410518618151	 8.660230467904691
RI_08	55.3410518618151	 8.660230467904691
RI_09	55.3410518618151	 8.660230467904691
RI_10	55.3410518618151	 8.660230467904691
RI_11	55.3410518618151	 8.660230467904691
RI_12	55.3410518618151	 8.660230467904691
RI_13	55.3410518618151	 8.660230467904691
RI_14	55.3410518618151	 8.660230467904691
RI_15	55.3410518618151	 8.660230467904691
RI_16	55.3410518618151	 8.660230467904691
RI_17	55.3410518618151	 8.660230467904691
RI_18	55.3410518618151	 8.660230467904691
RI_19	55.3410518618151	 8.660230467904691
RI_20	55.3410518618151	 8.660230467904691
RI_21	55.3410518618151	 8.660230467904691
RI_22	55.3410518618151	 8.660230467904691
RI_23	55.3410518618151	 8.660230467904691
RI_24	55.3410518618151	 8.660230467904691
RI_25	55.3410518618151	 8.660230467904691
RI_26	55.3410518618151	 8.660230467904691
RI_27	55.3410518618151	 8.660230467904691
RI_28	55.3410518618151	 8.660230467904691
RI_29	55.3410518618151	 8.660230467904691
RI_30	55.3410518618151	 8.660230467904691
RI_31	55.3410518618151	 8.660230467904691
RI_32	55.3410518618151	 8.660230467904691
RI_33	55.3410518618151	 8.660230467904691
RI_34	55.3410518618151	 8.660230467904691
SKJ_01	55.97371693805338	 8.06131845906887
SKJ_02	55.97371693805338	 8.06131845906887
SKJ_03	55.97371693805338	 8.06131845906887
SKJ_04	55.97371693805338	 8.06131845906887
SKJ_05	55.97371693805338	 8.06131845906887
SKJ_06	55.97371693805338	 8.06131845906887
SKJ_07	55.97371693805338	 8.06131845906887
SKJ_08	55.97371693805338	 8.06131845906887
SKJ_09	55.97371693805338	 8.06131845906887
SKJ_10	55.97371693805338	 8.06131845906887
SKJ_11	55.97371693805338	 8.06131845906887
SKJ_12	55.97371693805338	 8.06131845906887
SKJ_13	55.97371693805338	 8.06131845906887
SKJ_14	55.97371693805338	 8.06131845906887
SKJ_15	55.97371693805338	 8.06131845906887
SKJ_16	55.97371693805338	 8.06131845906887
SKJ_17	55.97371693805338	 8.06131845906887
SKJ_18	55.97371693805338	 8.06131845906887
SKJ_19	55.97371693805338	 8.06131845906887
SKJ_20	55.97371693805338	 8.06131845906887
SKJ_21	55.97371693805338	 8.06131845906887
SKJ_22	55.97371693805338	 8.06131845906887
SKJ_23	55.97371693805338	 8.06131845906887
SKJ_24	55.97371693805338	 8.06131845906887
SKJ_25	55.97371693805338	 8.06131845906887
SKJ_26	55.97371693805338	 8.06131845906887
SKJ_27	55.97371693805338	 8.06131845906887
SKJ_28	55.97371693805338	 8.06131845906887
SKJ_29	55.97371693805338	 8.06131845906887
SKJ_30	55.97371693805338	 8.06131845906887
SKJ_31	55.97371693805338	 8.06131845906887
SKJ_32	55.97371693805338	 8.06131845906887
SNEUM_01	55.434	8.612
SNEUM_02	55.434	8.612
SNEUM_03	55.434	8.612
SNEUM_04	55.434	8.612
SNEUM_05	55.434	8.612
SNEUM_06	55.434	8.612
SNEUM_07	55.434	8.612
SNEUM_08	55.434	8.612
SNEUM_09	55.434	8.612
SNEUM_10	55.434	8.612
SNEUM_11	55.434	8.612
SNEUM_12	55.434	8.612
SNEUM_13	55.434	8.612
SNEUM_14	55.434	8.612
SNEUM_15	55.434	8.612
SNEUM_16	55.434	8.612
SNEUM_17	55.434	8.612
SNEUM_18	55.434	8.612
SNEUM_19	55.434	8.612
SNEUM_20	55.434	8.612
SNEUM_21	55.434	8.612
SNEUM_22	55.434	8.612
SNEUM_23	55.434	8.612
SNEUM_24	55.434	8.612
SNEUM_25	55.434	8.612
SNEUM_26	55.434	8.612
SNEUM_27	55.434	8.612
SNEUM_28	55.434	8.612
SNEUM_29	55.434	8.612
SNEUM_30	55.434	8.612
SNEUM_31	55.434	8.612
SNEUM_32	55.434	8.612
SNEUM_33	55.434	8.612
SNEUM_34	55.434	8.612
SNEUM_35	55.434	8.612
STOR_01	56.3641165220105	 8.082019774753766
STOR_02	56.3641165220105	 8.082019774753766
STOR_03	56.3641165220105	 8.082019774753766
STOR_04	56.3641165220105	 8.082019774753766
STOR_05	56.3641165220105	 8.082019774753766
STOR_06	56.3641165220105	 8.082019774753766
STOR_07	56.3641165220105	 8.082019774753766
STOR_08	56.3641165220105	 8.082019774753766
STOR_09	56.3641165220105	 8.082019774753766
STOR_10	56.3641165220105	 8.082019774753766
STOR_11	56.3641165220105	 8.082019774753766
STOR_12	56.3641165220105	 8.082019774753766
STOR_13	56.3641165220105	 8.082019774753766
STOR_14	56.3641165220105	 8.082019774753766
STOR_15	56.3641165220105	 8.082019774753766
STOR_16	56.3641165220105	 8.082019774753766
STOR_17	56.3641165220105	 8.082019774753766
STOR_18	56.3641165220105	 8.082019774753766
STOR_19	56.3641165220105	 8.082019774753766
STOR_20	56.3641165220105	 8.082019774753766
STOR_21	56.3641165220105	 8.082019774753766
STOR_22	56.3641165220105	 8.082019774753766
STOR_23	56.3641165220105	 8.082019774753766
STOR_24	56.3641165220105	 8.082019774753766
STOR_25	56.3641165220105	 8.082019774753766
STOR_26	56.3641165220105	 8.082019774753766
STOR_27	56.3641165220105	 8.082019774753766
STOR_28	56.3641165220105	 8.082019774753766
STOR_29	56.3641165220105	 8.082019774753766
STOR_30	56.3641165220105	 8.082019774753766
STOR_31	56.3641165220105	 8.082019774753766
STOR_32	56.3641165220105	 8.082019774753766
STOR_33	56.3641165220105	 8.082019774753766
STOR_34	56.3641165220105	 8.082019774753766
Varde_01	55.581	8.318
Varde_02	55.581	8.318
Varde_03	55.581	8.318
Varde_04	55.581	8.318
Varde_05	55.581	8.318
Varde_06	55.581	8.318
Varde_07	55.581	8.318
Varde_08	55.581	8.318
Varde_09	55.581	8.318
Varde_10	55.581	8.318
Varde_11	55.581	8.318
Varde_12	55.581	8.318
Varde_13	55.581	8.318
Varde_14	55.581	8.318
Varde_15	55.581	8.318
Varde_16	55.581	8.318
Varde_17	55.581	8.318
Varde_18	55.581	8.318
Varde_19	55.581	8.318
Varde_20	55.581	8.318
Varde_21	55.581	8.318
Varde_22	55.581	8.318
Varde_23	55.581	8.318
Varde_24	55.581	8.318
Varde_25	55.581	8.318
Varde_26	55.581	8.318
Varde_27	55.581	8.318
Varde_28	55.581	8.318
Varde_29	55.581	8.318
Varde_30	55.581	8.318
Varde_31	55.581	8.318
Varde_32	55.581	8.318
Varde_33	55.581	8.318
Varde_34	55.581	8.318
Varde_35	55.581	8.318
Varde_36	55.581	8.318
Varde_37	55.581	8.318
Varde_38	55.581	8.318
Varde_39	55.581	8.318
Varde_40	55.581	8.318
Varde_41	55.581	8.318
Varde_42	55.581	8.318
Varde_43	55.581	8.318
Varde_44	55.581	8.318
ELBE_01	53.870	9.037
ELBE_02	53.870	9.037
ELBE_03	53.870	9.037
ELBE_04	53.870	9.037
ELBE_05	53.870	9.037
ELBE_06	53.870	9.037
ELBE_07	53.870	9.037
ELBE_08	53.870	9.037
ELBE_09	53.870	9.037
ELBE_10	53.870	9.037
ELBE_11	53.870	9.037
ELBE_12	53.870	9.037
ELBE_13	53.870	9.037
ELBE_14	53.870	9.037
ELBE_15	53.870	9.037
ELBE_16	53.870	9.037
ELBE_17	53.870	9.037
ELBE_18	53.870	9.037
ELBE_19	53.870	9.037
ELBE_20	53.870	9.037
ELBE_21	53.870	9.037
ELBE_22	53.870	9.037
ELBE_23	53.870	9.037
ELBE_24	53.870	9.037
ELBE_25	53.870	9.037
ELBE_26	53.870	9.037
ELBE_27	53.870	9.037
ELBE_28	53.870	9.037
ELBE_29	53.870	9.037
ELBE_30	53.870	9.037
ELBE_31	53.870	9.037
ELBE_32	53.870	9.037
ELBE_33	53.870	9.037
ELBE_34	53.870	9.037
ELBE_35	53.870	9.037
ELBE_36	53.870	9.037
ELBE_37	53.870	9.037
ELBE_38	53.870	9.037
ELBE_39	53.870	9.037
ELBE_40	53.870	9.037
ELBE_41	53.870	9.037
ELBE_42	53.870	9.037
ELBE_43	53.870	9.037
ELBE_44	53.870	9.037
ELBE_45	53.870	9.037
ELBE_46	53.870	9.037
ELBE_47	53.870	9.037
ELBE_48	53.870	9.037
ELBE_49	53.870	9.037
ELBE_50	53.870	9.037
ELBE_51	53.870	9.037
ELBE_52	53.870	9.037
ELBE_53	53.870	9.037
ELBE_54	53.870	9.037
ELBE_55	53.870	9.037
ELBE_56	53.870	9.037
ELBE_57	53.870	9.037
ELBE_58	53.870	9.037
ELBE_59	53.870	9.037
ELBE_60	53.870	9.037
ELBE_61	53.870	9.037
ELBE_62	53.870	9.037
ELBE_63	53.870	9.037
ELBE_64	53.870	9.037
ELBE_65	53.870	9.037
ELBE_66	53.870	9.037
WESER_01	53.556	8.539
WESER_02	53.556	8.539
WESER_03	53.556	8.539
WESER_04	53.556	8.539
WESER_05	53.556	8.539
WESER_06	53.556	8.539
WESER_07	53.556	8.539
WESER_08	53.556	8.539
WESER_09	53.556	8.539
WESER_10	53.556	8.539
WESER_11	53.556	8.539
WESER_12	53.556	8.539
WESER_13	53.556	8.539
WESER_14	53.556	8.539
WESER_15	53.556	8.539
WESER_16	53.556	8.539
WESER_17	53.556	8.539
WESER_18	53.556	8.539
WESER_19	53.556	8.539
WESER_20	53.556	8.539
WESER_21	53.556	8.539
WESER_22	53.556	8.539
WESER_23	53.556	8.539
WESER_24	53.556	8.539
WESER_25	53.556	8.539
WESER_26	53.556	8.539
WESER_27	53.556	8.539
WESER_28	53.556	8.539
WESER_29	53.556	8.539
WESER_30	53.556	8.539
WESER_31	53.556	8.539
WESER_32	53.556	8.539
WESER_33	53.556	8.539
WESER_34	53.556	8.539
WESER_35	53.556	8.539
WESER_36	53.556	8.539
WESER_37	53.556	8.539
WESER_38	53.556	8.539
WESER_39	53.556	8.539
WESER_40	53.556	8.539
WESER_41	53.556	8.539
WESER_42	53.556	8.539
WESER_43	53.556	8.539
WESER_44	53.556	8.539
WESER_45	53.556	8.539
WESER_46	53.556	8.539
WESER_47	53.556	8.539
WESER_48	53.556	8.539
WESER_49	53.556	8.539
WESER_50	53.556	8.539
WESER_51	53.556	8.539
WESER_52	53.556	8.539
WESER_53	53.556	8.539
WESER_54	53.556	8.539
WESER_55	53.556	8.539
WESER_56	53.556	8.539
WESER_57	53.556	8.539
WESER_58	53.556	8.539
WESER_59	53.556	8.539
WESER_60	53.556	8.539
WESER_61	53.556	8.539
WESER_62	53.556	8.539
WESER_63	53.556	8.539
WESER_64	53.556	8.539
WESER_65	53.556	8.539
ATRAN_01	56.904	12.497
ATRAN_02	56.904	12.497
ATRAN_03	56.904	12.497
ATRAN_04	56.904	12.497
ATRAN_05	56.904	12.497
ATRAN_06	56.904	12.497
ATRAN_07	56.904	12.497
ATRAN_08	56.904	12.497
ATRAN_09	56.904	12.497
ATRAN_10	56.904	12.497
ATRAN_11	56.904	12.497
ATRAN_12	56.904	12.497
ATRAN_13	56.904	12.497
ATRAN_14	56.904	12.497
ATRAN_15	56.904	12.497
ATRAN_16	56.904	12.497
ATRAN_17	56.904	12.497
ATRAN_18	56.904	12.497
ATRAN_19	56.904	12.497
ATRAN_20	56.904	12.497
ATRAN_21	56.904	12.497
ATRAN_22	56.904	12.497
ATRAN_23	56.904	12.497
ATRAN_24	56.904	12.497
ATRAN_25	56.904	12.497
ATRAN_26	56.904	12.497
ATRAN_27	56.904	12.497
ATRAN_28	56.904	12.497
ATRAN_29	56.904	12.497
ATRAN_30	56.904	12.497
ATRAN_31	56.904	12.497
ATRAN_32	56.904	12.497
ATRAN_33	56.904	12.497
ATRAN_34	56.904	12.497
Bodelan_01	58.33786334637809	 11.885089715576695
Bodelan_02	58.33786334637809	 11.885089715576695
Bodelan_03	58.33786334637809	 11.885089715576695
Bodelan_04	58.33786334637809	 11.885089715576695
Bodelan_05	58.33786334637809	 11.885089715576695
Bodelan_06	58.33786334637809	 11.885089715576695
Bodelan_07	58.33786334637809	 11.885089715576695
Bodelan_08	58.33786334637809	 11.885089715576695
Bodelan_09	58.33786334637809	 11.885089715576695
Bodelan_10	58.33786334637809	 11.885089715576695
Bodelan_11	58.33786334637809	 11.885089715576695
Bodelan_12	58.33786334637809	 11.885089715576695
Bodelan_13	58.33786334637809	 11.885089715576695
Bodelan_14	58.33786334637809	 11.885089715576695
Bodelan_15	58.33786334637809	 11.885089715576695
Bodelan_16	58.33786334637809	 11.885089715576695
Bodelan_17	58.33786334637809	 11.885089715576695
Bodelan_18	58.33786334637809	 11.885089715576695
Bodelan_19	58.33786334637809	 11.885089715576695
Bodelan_20	58.33786334637809	 11.885089715576695
Bodelan_21	58.33786334637809	 11.885089715576695
Bodelan_22	58.33786334637809	 11.885089715576695
Bodelan_23	58.33786334637809	 11.885089715576695
Bodelan_24	58.33786334637809	 11.885089715576695
Bodelan_25	58.33786334637809	 11.885089715576695
Sonsbek_01	59.138	9.654
Sonsbek_02	59.138	9.654
Sonsbek_03	59.138	9.654
Sonsbek_04	59.138	9.654
Sonsbek_05	59.138	9.654
Sonsbek_06	59.138	9.654
Sonsbek_07	59.138	9.654
Sonsbek_08	59.138	9.654
Sonsbek_09	59.138	9.654
Sonsbek_10	59.138	9.654
Sonsbek_11	59.138	9.654
Sonsbek_12	59.138	9.654
Sonsbek_13	59.138	9.654
Sonsbek_14	59.138	9.654
Sonsbek_15	59.138	9.654
Sonsbek_16	59.138	9.654
Sonsbek_17	59.138	9.654
Sonsbek_18	59.138	9.654
Sonsbek_19	59.138	9.654
Sonsbek_20	59.138	9.654
Sonsbek_21	59.138	9.654
Sonsbek_22	59.138	9.654
Sonsbek_23	59.138	9.654
Sonsbek_24	59.138	9.654
Sonsbek_25	59.138	9.654
Sonsbek_26	59.138	9.654
Sonsbek_27	59.138	9.654
Sonsbek_28	59.138	9.654
Sonsbek_29	59.138	9.654
Sonsbek_30	59.138	9.654
Sonsbek_31	59.138	9.654
Sonsbek_32	59.138	9.654
Sonsbek_33	59.138	9.654
Sonsbek_34	59.138	9.654
ADSBOL_01	54.935	9.624
ADSBOL_02	54.935	9.624
ADSBOL_03	54.935	9.624
ADSBOL_04	54.935	9.624
ADSBOL_05	54.935	9.624
ADSBOL_06	54.935	9.624
ADSBOL_07	54.935	9.624
ADSBOL_08	54.935	9.624
ADSBOL_09	54.935	9.624
ADSBOL_10	54.935	9.624
ADSBOL_11	54.935	9.624
ADSBOL_12	54.935	9.624
ADSBOL_13	54.935	9.624
ADSBOL_14	54.935	9.624
ADSBOL_15	54.935	9.624
ADSBOL_16	54.935	9.624
ADSBOL_17	54.935	9.624
ADSBOL_18	54.935	9.624
ADSBOL_19	54.935	9.624
ADSBOL_20	54.935	9.624
ADSBOL_21	54.935	9.624
ADSBOL_22	54.935	9.624
ADSBOL_23	54.935	9.624
ADSBOL_24	54.935	9.624
ADSBOL_25	54.935	9.624
ADSBOL_26	54.935	9.624
ADSBOL_27	54.935	9.624
ADSBOL_28	54.935	9.624
ADSBOL_29	54.935	9.624
ADSBOL_30	54.935	9.624
ADSBOL_31	54.935	9.624
ADSBOL_32	54.935	9.624
ADSBOL_33	54.935	9.624
ADSBOL_34	54.935	9.624
KROBAK_01	55.039	12.139
KROBAK_02	55.039	12.139
KROBAK_03	55.039	12.139
KROBAK_04	55.039	12.139
KROBAK_05	55.039	12.139
KROBAK_06	55.039	12.139
KROBAK_07	55.039	12.139
KROBAK_08	55.039	12.139
KROBAK_09	55.039	12.139
KROBAK_10	55.039	12.139
KROBAK_11	55.039	12.139
KROBAK_12	55.039	12.139
KROBAK_13	55.039	12.139
KROBAK_14	55.039	12.139
KROBAK_15	55.039	12.139
KROBAK_16	55.039	12.139
KROBAK_17	55.039	12.139
KROBAK_18	55.039	12.139
KROBAK_19	55.039	12.139
KROBAK_20	55.039	12.139
KROBAK_21	55.039	12.139
KROBAK_22	55.039	12.139
KROBAK_23	55.039	12.139
KROBAK_24	55.039	12.139
KROBAK_25	55.039	12.139
KROBAK_26	55.039	12.139
KROBAK_27	55.039	12.139
KROBAK_28	55.039	12.139
KROBAK_29	55.039	12.139
KROBAK_30	55.039	12.139
KROBAK_31	55.039	12.139
KROBAK_32	55.039	12.139
KROBAK_33	55.039	12.139
KROBAK_34	55.039	12.139
TEJN_01	55.25761912771176	 14.923362735035798
TEJN_02	55.25761912771176	 14.923362735035798
TEJN_03	55.25761912771176	 14.923362735035798
TEJN_04	55.25761912771176	 14.923362735035798
TEJN_05	55.25761912771176	 14.923362735035798
TEJN_06	55.25761912771176	 14.923362735035798
TEJN_07	55.25761912771176	 14.923362735035798
TEJN_08	55.25761912771176	 14.923362735035798
TEJN_09	55.25761912771176	 14.923362735035798
TEJN_10	55.25761912771176	 14.923362735035798
TEJN_11	55.25761912771176	 14.923362735035798
TEJN_12	55.25761912771176	 14.923362735035798
TEJN_13	55.25761912771176	 14.923362735035798
TEJN_14	55.25761912771176	 14.923362735035798
TEJN_15	55.25761912771176	 14.923362735035798
TEJN_16	55.25761912771176	 14.923362735035798
TEJN_17	55.25761912771176	 14.923362735035798
TEJN_18	55.25761912771176	 14.923362735035798
TEJN_19	55.25761912771176	 14.923362735035798
TEJN_20	55.25761912771176	 14.923362735035798
TEJN_21	55.25761912771176	 14.923362735035798
TEJN_22	55.25761912771176	 14.923362735035798
TEJN_23	55.25761912771176	 14.923362735035798
TEJN_24	55.25761912771176	 14.923362735035798
TEJN_25	55.25761912771176	 14.923362735035798
TEJN_26	55.25761912771176	 14.923362735035798
TEJN_27	55.25761912771176	 14.923362735035798
TEJN_28	55.25761912771176	 14.923362735035798
TEJN_29	55.25761912771176	 14.923362735035798
VILLE_01	56.72090777271495	 10.388047276252562
VILLE_02	56.72090777271495	 10.388047276252562
VILLE_03	56.72090777271495	 10.388047276252562
VILLE_04	56.72090777271495	 10.388047276252562
VILLE_05	56.72090777271495	 10.388047276252562
VILLE_06	56.72090777271495	 10.388047276252562
VILLE_07	56.72090777271495	 10.388047276252562
VILLE_08	56.72090777271495	 10.388047276252562
VILLE_09	56.72090777271495	 10.388047276252562
VILLE_10	56.72090777271495	 10.388047276252562
VILLE_11	56.72090777271495	 10.388047276252562
VILLE_12	56.72090777271495	 10.388047276252562
VILLE_13	56.72090777271495	 10.388047276252562
VILLE_14	56.72090777271495	 10.388047276252562
VILLE_15	56.72090777271495	 10.388047276252562
VILLE_16	56.72090777271495	 10.388047276252562
VILLE_17	56.72090777271495	 10.388047276252562
VILLE_18	56.72090777271495	 10.388047276252562
VILLE_19	56.72090777271495	 10.388047276252562
VILLE_20	56.72090777271495	 10.388047276252562
VILLE_21	56.72090777271495	 10.388047276252562
VILLE_22	56.72090777271495	 10.388047276252562
VILLE_23	56.72090777271495	 10.388047276252562
VILLE_24	56.72090777271495	 10.388047276252562
VILLE_25	56.72090777271495	 10.388047276252562
VILLE_26	56.72090777271495	 10.388047276252562
VILLE_27	56.72090777271495	 10.388047276252562
VILLE_28	56.72090777271495	 10.388047276252562
VILLE_29	56.72090777271495	 10.388047276252562
VILLE_30	56.72090777271495	 10.388047276252562
VILLE_31	56.72090777271495	 10.388047276252562
VILLE_32	56.72090777271495	 10.388047276252562
VILLE_33	56.72090777271495	 10.388047276252562
KARUP_01	55.039	12.139
KARUP_02	55.039	12.139
KARUP_03	55.039	12.139
KARUP_04	55.039	12.139
KARUP_05	55.039	12.139
KARUP_06	55.039	12.139
KARUP_07	55.039	12.139
KARUP_08	55.039	12.139
KARUP_09	55.039	12.139
KARUP_10	55.039	12.139
KARUP_11	55.039	12.139
KARUP_12	55.039	12.139
KARUP_13	55.039	12.139
KARUP_14	55.039	12.139
KARUP_15	55.039	12.139
KARUP_16	55.039	12.139
KARUP_17	55.039	12.139
KARUP_18	55.039	12.139
KARUP_19	55.039	12.139
KARUP_20	55.039	12.139
KARUP_21	55.039	12.139
KARUP_22	55.039	12.139
KARUP_23	55.039	12.139
KARUP_24	55.039	12.139
KARUP_25	55.039	12.139
KARUP_26	55.039	12.139
KARUP_27	55.039	12.139
KARUP_28	55.039	12.139
KARUP_29	55.039	12.139
KARUP_30	55.039	12.139
KARUP_31	55.039	12.139
KARUP_32	55.039	12.139
KARUP_33	55.039	12.139
KARUP_34	55.039	12.139
